Filename,Red,Green,Blue
365681.jpg,233,219,190
9223372032559858324.jpg,0,1,0
9223372032559833585.jpg,79,61,51
9223372032559833591.jpg,234,229,223
9223372032559858330.jpg,1,1,1
9223372032559868595.jpg,52,54,30
365695.jpg,241,232,201
9223372032559873823.jpg,255,255,255
9223372032559858318.jpg,10,12,11
9223372032559873822.jpg,255,255,218
9223372032559858319.jpg,255,255,255
9223372032559858331.jpg,13,8,2
9223372032559833590.jpg,234,230,227
365694.jpg,204,182,169
9223372032559868594.jpg,66,70,43
9223372032559833584.jpg,196,196,196
9223372032559858325.jpg,168,218,253
9223372032559834200.jpg,192,177,172
9223372032559834214.jpg,255,255,255
9223372032559868557.jpg,245,238,220
9223372032559868543.jpg,7,0,0
9223372032559834228.jpg,218,196,172
9223372032559833976.jpg,32,32,32
9223372032559833962.jpg,255,255,255
9223372032559868796.jpg,51,28,22
9223372032559833792.jpg,254,254,254
9223372032559858133.jpg,4,4,2
9223372032559858127.jpg,255,254,255
9223372032559833786.jpg,0,0,0
9223372032559869311.jpg,93,53,43
9223372032559869305.jpg,218,176,92
9223372032559869463.jpg,224,67,32
9223372032559869339.jpg,18,0,0
9223372032559868806.jpg,243,230,221
9223372032559868812.jpg,255,254,255
9223372032559834189.jpg,255,255,255
9223372032559834176.jpg,255,255,255
9223372032559833619.jpg,0,0,0
